Name,Sips Url,Cocktails,Wine,Beer,Half-Priced Appetizers,RW Url,Details,Deals Offered,Deal Website,Open Table Link,Address,Latitude,Longitude,Website,Categories,Price,Review Count,Photo,Sips Participant,Restaurant Week Participant,Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Trendy,Classy,Moderate Noise,Casual Dress,Offers Catering,Good for Dinner,Street Parking,Validated Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Gender-neutral restrooms,Good For Kids,Bike Parking,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Casual,Good for Lunch,Dinner,Waiter Service,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Pool Table,Wi-Fi,Dogs Allowed,Wheelchair Accessible,Heated Outdoor Seating,Private Dining,Happy Hour,Smoking,Covered Outdoor Seating,Reservations,Quiet,Valet Parking,Good For Dancing,Good For Working,Dogs Not Allowed,Takeout,Delivery,Limited Vegetarian Options,Good for Brunch,Garage Parking,Loud,Late Night,Plastic-free packaging,Provides reusable tableware,Walk-ins Welcome,Intimate,Romantic,Upscale,Private Lot Parking,Smoking Outside Only,Offers Military Discount,Open to All,Pescatarian Options,Best nights on Wednesday,Dressy,Keto Options,Drive-Thru,Not Wheelchair Accessible,Good for Breakfast,Lunch,Beer and Wine Only,Best nights on Monday,Best nights on Tuesday,Good For Groups,Good for Late Night,Best nights on Sunday,Dessert,Live Music,Hipster,Alcohol,Women-owned,Yelp Rating,Restaurant Week Score,Popularity Score,Good for Groups,Compostable containers available,Brunch,Bring your own container allowed,Touristy,Latinx-owned,Asian-owned,Divey,Smoking Allowed,Vegetarian Options,Black-owned,DJ,Background Music,Soy-Free Options,Dairy-Free Options,Juke Box,EV charging station available,Gluten-Free Options,Karaoke,Good for Working,Virtual restaurant,Online ordering-only,LGBTQ-owned,All Ages,Very Loud,Paid Wi-Fi,Veteran-owned,By Appointment Only,Good for Dessert
Buena Onda,,,,,,,,,,,"1901 Callowhill St, Philadelphia, PA 19130",39.9609147337301,-75.1708267829422,http://www.buenaondatacos.com,['Tacos'],$$,603.0,,,,,True,True,True,,True,False,False,,True,True,,True,,True,,True,,True,True,,True,,True,True,"['Logan Square', 'Art Museum District', 'Fairmount', 'Spring Garden']",11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,True,True,,True,,,,,,,True,True,True,,,True,True,,,,,,,,True,,,,,,,,,,,True,,,,True,,,,True,,,,True,,,,,,,,,,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moustaki Authentic Gyros,,,,,,,,,,,"161 N 21st St, Philadelphia, PA 19103",39.95755,-75.17403,http://www.moustakigyro.com,['Greek'],$$,185.0,,,,,True,True,,,True,,,,True,,,True,,True,,True,,True,,,True,True,True,True,"['Logan Square', 'Penn Center', 'Art Museum District']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,True,True,True,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernick Coffee Bar,,,,,,,,,,,"1800 Arch St, Fl 2, Comcast Technology Center, Philadelphia, PA 19103",39.955061,-75.170196,https://vernickcoffeebar.com,"['Coffee & Tea', 'Breakfast & Brunch', 'American (New)']",$$,66.0,,,,True,,True,True,,True,,,,True,,,True,,,,,,True,,,True,,,,"['Penn Center', 'Logan Square']",7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,Closed,Closed,,,,,,,,,,,,,,,,,,,,,True,False,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Rooftop Lounge,,,,,,,,,,,"1840 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.9568477,-75.1697412,https://www.assemblyrooftop.com,['Lounges'],$$$,244.0,,,,True,,,,,True,,False,,True,True,True,True,True,,,True,,True,True,True,True,,,True,"['Logan Square', 'Penn Center', 'Art Museum District']",4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 12:00 AM (Next day),,,,,,,,True,,,True,True,,,True,,,,True,True,,False,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,True,,,True,,,,,,3.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Donuts,,,,,,,,,,,"1776 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.95631,-75.16899,https://federaldonuts.square.site,"['Donuts', 'Chicken Shop', 'Bubble Tea']",,32.0,,,,,True,True,,,,,,,True,,,,,,,True,,,,,,,,,"['Logan Square', 'Penn Center', 'Art Museum District']",7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Franklin Institute Science Museum,,,,,,,,,,,"222 N 20th St, Philadelphia, PA 19103",39.95821089999902,-75.1731373822107,http://www.fi.edu/,"['Museums', 'Venues & Event Spaces']",,720.0,,,,,,,,,True,False,False,,,,,,True,,,,,True,,,,,True,,"['Logan Square', 'Art Museum District', 'Penn Center']",Closed,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,,,,,,,,,,,True,,,,,,,,,,,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyu-Kaku Japanese BBQ,,,,,,,,,,,"1901 Callowhill St, Philadelphia, PA 19130",39.96071601271292,-75.17013195213131,https://www.gyu-kaku.com/philadelphia,"['Japanese', 'Barbeque', 'Asian Fusion']",$$,648.0,,,,True,True,True,True,True,True,False,True,False,True,,,True,,True,True,True,,True,True,True,True,,True,True,"['Logan Square', 'Art Museum District', 'Fairmount', 'Spring Garden']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,True,,,True,,,,,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,3.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nom Wah Philadelphia,,,,,,,,,,,"218 N 13th St, Philadelphia, PA 19107",39.9565925598145,-75.160774230957,https://nomwah.com/philadelphia/,"['Dim Sum', 'Coffee & Tea']",$$,498.0,,,,True,True,True,True,,True,False,False,False,True,,True,True,,True,,True,,True,,True,True,,True,True,"['Market East', 'Penn Center', 'Avenue of the Arts North']",11:30 AM - 8:30 PM,Closed,11:30 AM - 8:30 PM,11:30 AM - 8:30 PM,11:30 AM - 8:30 PM,11:30 AM - 8:30 PM,11:30 AM - 8:30 PM,True,True,,True,,,,,,,True,,,,,,,,,,True,False,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,4.0,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
Stockyard Sandwich,,,,,,,,,,,"1541 Spring Garden St, Philadelphia, PA 19130",39.9630709056427,-75.1642701029778,http://www.stockyardphilly.com,"['Sandwiches', 'Breakfast & Brunch', 'Caterers']",$$,309.0,,,,,True,True,True,,True,False,True,,True,True,True,True,,,,True,,,True,,True,True,True,True,"['Spring Garden', 'Fairmount']",11:00 AM - 8:00 PM,Closed,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,True,,,True,,,,,True,True,,True,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,False,True,True,True,,,True,,,,,True,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far East Descendant,,,,,,,,,,,"251 N Clarion St, Philadelphia, PA 19107",39.95710975698161,-75.16087057474888,http://www.fedphilly.com,"['Bars', 'Cantonese']",,90.0,,,,True,True,True,,True,,,,,,True,True,True,,,True,True,,,,True,True,True,,,"['Market East', 'Penn Center', 'Avenue of the Arts North']",Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,Closed,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelliann's Bar & Grill,,,,,,,,,,,"1549 Spring Garden St, Philadelphia, PA 19130",39.96309,-75.16449,http://Kellianns.com,"['Bars', 'American (Traditional)']",$,135.0,,,,,,True,,True,True,,False,,True,,,True,,False,,True,,,True,True,True,True,True,True,"['Spring Garden', 'Fairmount']",11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),True,True,True,,True,True,,True,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,4.1,,,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,
Porco's Porchetteria,,,,,,,,,,,"2204 Washington Ave, Philadelphia, PA 19146",39.9393052954761,-75.180116817791,https://www.smallovenpastryshop.com,['Sandwiches'],,111.0,,,,,True,True,True,True,True,True,True,False,True,,,,,True,,True,,True,,,True,,,True,[],Closed,Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,True,,,True,,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,True,,4.8,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Ynez,,,,,,,,,,,"2025 Washington Ave, Philadelphia, PA 19146",39.9394117528025,-75.177328118915,http://www.cafeynez.com,"['Mexican', 'Cafes']",$$,294.0,,,,,True,True,True,True,True,False,False,False,True,,,True,,True,,True,,True,,,True,True,True,True,['Graduate Hospital'],Closed,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,Closed,True,,True,True,,,,,,,True,True,True,True,,True,True,,,,,False,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,True,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Point Bistro,,,,,,,,,,,"1200 Point Breeze Ave, Philadelphia, PA 19146",39.9372500399819,-75.177109837532,http://www.onpointbistro.com,"['American (New)', 'Breakfast & Brunch', 'Burgers']",$$,279.0,,,,True,True,True,True,,True,False,True,False,True,True,,True,,True,,True,,True,,,True,True,True,True,['Point Breeze'],9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,True,,,True,,,,,,,,True,,True,,True,,,,,,False,,,True,True,,,,,True,,,,,,,,,,,,,True,False,,True,,,,,,,,,,True,True,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L'anima,,,,,,,,,,,"1001 S 17th St, Philadelphia, PA 19146",39.9394700802366,-75.1711999252439,https://www.lanimaphilly.com,['Italian'],$$,147.0,,,,True,True,True,,True,True,,False,False,True,True,,True,True,True,True,True,,True,,,True,True,True,True,['Graduate Hospital'],Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 8:30 PM,True,,,True,,,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizzeria Stella,,,,,,,,,,,"420 S 2nd St, Philadelphia, PA 19147",39.9424247094494,-75.1456823945045,https://pizzeriastella.net,"['Pizza', 'Italian']",$$,666.0,,,,,True,True,,True,True,,False,,True,,,True,True,False,,True,True,,,True,True,,True,True,['Society Hill'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishkabibble's,,,,,,,,,,,"337 S St, Philadelphia, PA 19147",39.9416902,-75.14875769999999,http://eatishkabibbles.com,"['Cheesesteaks', 'Pizza', 'Seafood']",$$,817.0,,,,,True,True,,True,True,True,True,False,True,,,True,,True,,True,,,,,True,True,True,True,['Society Hill'],9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 11:00 PM,9:30 AM - 12:00 AM (Next day),9:30 AM - 12:00 AM (Next day),9:30 AM - 11:00 PM,True,True,True,True,,,,,True,True,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,False,,,,,,,,,,,,True,,3.9,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
Bloomsday Cafe,,,,,,,,,,,"414 S 2nd St, Philadelphia, PA 19147",39.9428134,-75.1456125,http://www.bloomsdaycafe.com,"['Coffee & Tea', 'Wine Bars']",$$,118.0,,,,True,True,True,,,True,False,True,False,True,,True,True,,True,,True,,True,True,True,True,True,,True,['Society Hill'],Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,,,,,,,,,,,True,True,,,True,True,,,,,,False,,,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,True,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Crab House,,,,,,,,,,,"604 S 2nd St, Philadelphia, PA 19147",39.9410105,-75.14590517,http://www.amazingcrabhouse.com,"['Seafood', 'Sports Bars', 'Southern']",,71.0,,,,True,True,True,,,True,,True,,True,,,True,,,,True,,,True,True,True,,True,,"['South Street District', 'Queen Village', 'Society Hill']",12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,,,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puyero Venezuelan Flavor,,,,,,,,,,,"524 S 4th St, Philadelphia, PA 19147",39.9419625268698,-75.1492561027408,http://www.puyeroflavor.com,"['Venezuelan', 'Gluten-Free', 'Sandwiches']",$,198.0,,,,,True,True,True,,True,False,False,,True,True,True,True,,True,,True,,True,,,True,True,True,True,['Society Hill'],11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,Closed,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,True,True,True,True,,,,,,,,,,True,,,True,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,4.6,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
Jim's South St,,,,,,,,,,,"400 S St, Philadelphia, PA 19147",39.941498,-75.149272,http://www.jimssouthstreet.com/,"['Sandwiches', 'Cheesesteaks']",$$,2848.0,,,,,True,True,,,False,False,False,False,,,True,True,,True,,True,,,,,True,True,True,True,"['South Street District', 'Society Hill']",,,,,,,,True,True,True,True,,,,,True,,True,,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,3.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Street Souvlaki,,,,,,,,,,,"509 South St, Philadelphia, PA 19147",39.9420319,-75.1511078,http://www.southstreetsouvlaki.com/,['Greek'],$$,241.0,,,,,True,True,True,,True,,,,True,,True,True,,False,,True,,,,True,True,,True,True,['Society Hill'],12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,True,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nora's Kitchen,,,,,,,,,,,"248 South St, Philadelphia, PA 19147",39.9412618962741,-75.1473250316892,https://www.norastacos.com,['Mexican'],$,183.0,,,,,True,True,True,True,True,True,True,,True,,,True,,True,,True,,,,,True,,True,True,"['South Street District', 'Society Hill']",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,True,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sweet Life Bakeshop,,,,,,,,,,,"740 South St, Philadelphia, PA 19147",39.942203,-75.155223,http://Sweetlifephilly.com,"['Bakeries', 'Cupcakes', 'Desserts']",$$,370.0,,,,,True,True,True,,True,False,True,False,,,,,,True,,True,,,,,,,True,True,"['Washington Square West', 'Society Hill']",Closed,Closed,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 6:30 PM,,,,,,,,,,,True,True,,,,True,,True,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazas BBQ Chicken,,,,,,,,,,,"326 South St, Philadelphia, PA 19147",39.94139968793364,-75.14844972719314,http://Brazasbbq.net,"['Chicken Shop', 'Barbeque']",,28.0,,,,,True,True,True,,True,True,True,False,True,,,,,True,,True,,,,,True,True,,True,"['South Street District', 'Society Hill']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,True,,,,,True,,True,True,True,True,,True,True,,,,,False,,,,,,,,True,True,,,,,,,,True,,,,,True,,,,,,,,,,,,,True,True,4.7,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
Sabrina's Café - University City,,,,,,,,,,,"227 N 34th St, Philadelphia, PA 19104",39.9593634437483,-75.1907977815767,http://sabrinascafe.com/,"['American (New)', 'Breakfast & Brunch', 'Cafes']",$$,954.0,,,,,True,True,True,True,True,False,False,False,True,,,True,,True,,True,,True,,,True,,True,True,['Powelton Village'],8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,True,,,True,,,,,,True,True,True,True,True,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,True,True,,,,,,,,,,True,True,4.1,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Chewy's Food Truck,,,,,,,,,,,"Philadelphia, PA 19104",39.95916929322965,-75.19841872512217,http://www.chewysphilly.com,"['Food Trucks', 'American (Traditional)']",$,93.0,,,,True,,True,,True,True,,,,True,,True,,,True,,True,True,,,,True,,True,True,"['Saunders Park', 'Powelton Village']",,,,,,,,,,,True,,,,,True,True,True,,,,,,,,True,,,,,True,,,True,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengdu Famous Food,,,,,,,,,,,"3635 Lancaster Ave, Philadelphia, PA 19104",39.9591840099014,-75.194573333305,https://www.chengduphilly.com,"['Noodles', 'Szechuan']",$$,257.0,,,,True,True,True,True,True,True,True,True,False,True,True,,True,,True,,True,,True,True,,True,True,True,True,['Powelton Village'],11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,11:00 AM - 2:15 PM,True,True,True,True,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,True,True,4.1,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
Dump-N-Roll,,,,,,,,,,,"Philadelphia, PA 19104",39.9547309875488,-75.2053680419922,http://www.dumpnroll.com,"['Food Trucks', 'Caterers', 'Dim Sum']",$,187.0,,,,,True,True,True,,True,,,,True,,,True,,,,True,,,,,True,,True,True,"['Powelton Village', 'University City']",11:00 AM - 9:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,True,True,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitruco Pizza,,,,,,,,,,,"Philadelphia, PA 19104",39.95916929322965,-75.19841872512217,http://www.pitrucopizza.com,"['Pizza', 'Food Trucks']",$,161.0,,,,,,True,True,,True,,,,True,True,True,True,,True,,True,,,,,True,,True,True,"['Saunders Park', 'Powelton Village']",Closed,11:30 AM - 2:30 PM,5:00 PM - 8:00 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,Closed,Closed,,True,,,,,,,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Sizzler,,,,,,,,,,,"3651 Lancaster Ave, Philadelphia, PA 19104",39.95929,-75.1947,http://www.indiansizzlerus.com,['Indian'],$$,63.0,,,,,True,True,,,True,,,,True,,True,,,,,True,,,,,True,,True,True,['Powelton Village'],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,2:30 PM - 11:00 PM,11:00 AM - 11:00 PM,Closed,,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOT Gourmet Burgers,,,,,,,,,,,"2821 W Girard Ave, Philadelphia, PA 19130",39.9747101233332,-75.1825701445341,https://www.toasttab.com/spot-burger/v2/online-order,"['Burgers', 'Cheesesteaks']",$$,317.0,,,,,True,True,True,True,True,,False,False,,,,True,,True,,True,,,,,True,True,True,True,['Brewerytown'],Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,12:00 PM - 8:00 PM,True,True,True,True,,,,,True,,True,,,True,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landmark Americana Tap & Grill - University City,,,,,,,,,,,"3333 Market St, Philadelphia, PA 19104",39.955958656785,-75.1906506718341,http://www.landmarkamericana.com/ph-home,"['American (New)', 'Sports Bars']",$$,434.0,,,,True,True,True,,True,True,False,False,,True,,,True,,False,True,True,,True,True,True,True,True,True,True,"['Powelton Village', 'University City']",12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 10:00 PM,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,2.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NINE,,,,,,,,,,,"2829 W Girard Ave, Philadelphia, PA 19130",39.97474,-75.18282,http://www.ninethaiphilly.com,"['Thai', 'Asian Fusion', 'Vegetarian']",$$,103.0,,,,True,True,True,True,,True,False,False,True,,True,,,,True,True,True,,True,True,,True,True,True,True,['Brewerytown'],4:00 PM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,,,True,,,,,,True,True,,,,,True,,True,,,,,,,,,,,,True,,,True,True,,,,True,True,,,,,True,,,,,,,,,,,,,True,True,4.5,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
Undrgrnd Donuts,,,,,,,,,,,"Philadelphia, PA 19104",39.95916929322965,-75.19841872512217,,"['Donuts', 'Food Stands']",$,41.0,,,,,,True,,,True,,,,True,,True,True,,True,,,,,,,True,,True,True,"['Saunders Park', 'Powelton Village']",,,,,,,,True,,,,,,,,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vic Sushi Bar,,,,,,,,,,,"2035 Sansom St, Philadelphia, PA 19103",39.9515123,-75.1743411,http://www.vic-sushi.com,"['Sushi Bars', 'Japanese']",$$,920.0,,,,,True,,True,,True,False,False,,,,True,True,True,False,,True,,,,,True,True,True,True,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 10:00 PM,12:00 PM - 10:00 PM,Closed,True,True,True,,,,,,True,,,,,True,,,True,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
