Name,Yelp Alias,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Artisan Boulanger Patissier,artisan-boulanger-patissier-philadelphia-2,,"1218 Mifflin St, Philadelphia, PA 19148",39.9264181,-75.1664513,,"['Bakeries', 'French', 'Coffee & Tea']",$,216.0,N,N,East Passyunk Crossing,Closed,Closed,Closed,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,,4.5,42.0,"Street Parking, Bike Parking",,,,Dinner,Offers Catering,,"Casual, Quiet",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Brunch,,Alcohol,"TV, Wi-Fi"
Assembly Rooftop Lounge,assembly-rooftop-lounge-philadelphia,https://www.assemblyrooftop.com/reservations,"1840 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.9568477,-75.1697412,https://www.assemblyrooftop.com,['Lounges'],$$$,244.0,N,N,"Logan Square, Penn Center, Art Museum District",4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 12:00 AM,True,3.5,41.0,"Street Parking, Bike Parking, Valet Parking","Tuesday, Wednesday, Sunday",Credit Cards,,Dinner,,,"Trendy, Classy, Upscale, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Atiya Ola's Spirit First Foods,atiya-olas-spirit-first-foods-philadelphia,,"310 S 48th St, Philadelphia, PA 19143",39.95313,-75.21878,https://www.spiritfirstfoods.com,"['Live/Raw Food', 'Burgers', 'Wraps']",$$,102.0,N,N,Garden Court,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,,4.2,34.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,Lunch,,Alcohol,"TV, Wi-Fi"
Attico Rooftop,attico-rooftop-lounge-philadelphia,https://www.atticorooftop.com/reservations,"219 S Broad Street, Philadelphia, PA 19107",39.94879405,-75.16456372,http://www.atticorooftop.com,[],,,N,N,"Avenue of the Arts South, Washington Square West",Closed,Closed,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM (Next day),10:30 AM - 2:00 AM (Next day),10:30 AM - 11:00 PM,True,3.3,,"Street Parking, Bike Parking, Valet Parking, Garage Parking","Tuesday, Thursday, Friday",Credit Cards,Women-owned,Kids,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Classy, Intimate, Romantic, Upscale, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,Full Bar,"TV, Pool Table, Wi-Fi"
Añejo Philadelphia,añejo-philadelphia-philadelphia,https://www.anejophilly.com/copy-of-reservations,"1001 N 2nd St, Philadelphia, PA 19123",39.966564,-75.139991,http://www.anejophilly.com,['Mexican'],$$,223.0,N,N,Northern Liberties,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,,4.1,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Baan Thai Thai Cuisine,baan-thai-thai-cuisine-philadelphia-3,,"1030 N American St, Philadelphia, PA 19123",39.9671988,-75.140984,https://baanthaiphiladelphia.com,"['Thai', 'Desserts', 'Salad']",$$,264.0,N,N,Northern Liberties,11:30 AM - 2:30 PM,Closed,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,12:00 PM - 11:00 PM,3:00 PM - 10:00 PM,,4.1,45.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Quiet",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,Alcohol,"TV, Wi-Fi"
Bad Brother,bad-brother-philadelphia-2,https://resy.com/cities/pha/bad-brother?date=2020-11-12&seats=2,"726 N 24th St, Philadelphia, PA 19130",39.968629,-75.176888,https://www.badbrotherphilly.com,"['American (New)', 'Beer Bar', 'Burgers']",,126.0,N,N,"Fairmount, Art Museum District",Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,Closed,,4.8,52.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Classy, Casual, Loud",,,Provides reusable tableware,,Outdoor Seating,,,Happy Hour,TV
Bai Wei,bai-wei-philadelphia,http://www.yelp.com/reservations/bai-wei-philadelphia,"1038 Race St, Philadelphia, PA 19107",39.95542818,-75.15655566,https://bai-wei-sakura-mandarin.business.site,"['Szechuan', 'Dim Sum']",$$,295.0,N,N,Chinatown,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 9:45 PM,,4.0,48.0,"Street Parking, Bike Parking, Garage Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,Provides reusable tableware,Takes Reservations,Outdoor Seating,"Lunch, Dinner",,"Alcohol, Happy Hour","TV, Wi-Fi"
The Balcony Bar at the Kimmel Center,balcony-bar-the-kimmel-center-philadelphia,,"300 S Broad St, Philadelphia, PA 19102",39.9467456,-75.16573933,,['Pop-Up Restaurants'],,10.0,N,N,"Avenue of the Arts South, Rittenhouse Square",,,5:00 PM - 9:00 PM,,,,,,3.4,56.0,,,,,Dinner,Offers Takeout,,Classy,,,,,Outdoor Seating,,,Happy Hour,
Banana Leaf,banana-leaf-philadelphia,,"1009 Arch St, Philadelphia, PA 19107",39.95377846,-75.15704532,http://bananaleafphilly.com/,"['Malaysian', 'Chinese', 'Indian']",$$,762.0,N,N,Chinatown,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,3.6,48.0,"Street Parking, Bike Parking",,Credit Cards,Asian-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Bahn Mi and Bottles,banh-mi-and-bottles-philadelphia,https://resy.com/cities/pha/banh-mi-and-bottles,"712-14 South St, Philadelphia, PA 19147",39.9420217,-75.1523396,https://www.banhmiandbottles.com,"['Vietnamese', 'Beer, Wine & Spirits', 'Cocktail Bars']",$$,294.0,N,N,"South Street District, Society Hill, Washington Square West",5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,4.2,70.0,"Street Parking, Bike Parking, Garage Parking",Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Hipster, Casual, Moderate Noise",Gender-neutral restrooms,,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Bank and Bourbon,bank-and-bourbon-philadelphia,https://resy.com/cities/pha/bank-and-bourbon-at-loews-philadelphia-hotel?date=2022-05-05&seats=2,"1200 Market St, Philadelphia, PA 19107",39.9515897,-75.160309,http://bankandbourbon.com,"['American (New)', 'Gastropubs']",$$$,432.0,N,N,,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 1:00 PM,7:00 AM - 1:00 PM,,3.7,59.0,"Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Classy, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bao Nine,bao-nine-philadelphia,,"38 S 19th St, Philadelphia, PA 19103",39.952328,-75.171992,https://www.baoninephilly.com,"['Taiwanese', 'Asian Fusion']",$$,240.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,,4.5,43.0,"Bike Parking, Garage Parking",,"Credit Cards, Android Pay, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Moderate Noise",,,Plastic-free packaging,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Bar Bombon,bar-bombon-philadelphia-4,https://www.opentable.com/r/bar-bombon-reservations-philadelphia?restref=170422&lang=en-US&ot_source=Restaurant%20website,"133 S 18th St, Philadelphia, PA 19103",39.950618,-75.1704475,http://barbombon.com,"['Vegetarian', 'Latin American']",$$,830.0,N,N,"Rittenhouse Square, Penn Center",4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 9:00 PM,,4.1,54.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",Latinx-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,"Plastic-free packaging, Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bar Hygge,bar-hygge-philadelphia,,"1720 Fairmount Ave, Philadelphia, PA 19130",39.96712549,-75.16612409,http://www.barhygge.com,"['Comfort Food', 'Breakfast & Brunch', 'Brewpubs']",$$,476.0,N,N,"Francisville, Fairmount",Closed,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 12:30 AM,10:00 AM - 12:30 AM,10:00 AM - 12:00 AM,,4.4,54.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bar-Ly Chinatown,bar-ly-chinatown-philadelphia-3,,"101 N. 11th St, Philadelphia, PA 19107",39.9541459,-75.1576212,http://www.Bar-Ly.com,"['Sports Bars', 'Tapas Bars', 'Gastropubs']",$$,453.0,N,N,Market East,3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,12:30 PM - 1:00 AM,,3.8,61.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Loud",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
BAR1010,bar1010-philadelphia,https://resy.com/cities/pha/bar1010,"701 N 2nd St, Philadelphia, PA 19123",39.961949,-75.140854,http://bar1010.com,"['Cocktail Bars', 'Pizza', 'Italian']",,24.0,N,N,Northern Liberties,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 10:00 PM,True,4.3,45.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",Asian-owned,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","Pool Table, Wi-Fi"
Barbuzzo,barbuzzo-philadelphia,https://www.opentable.com/restaurant/profile/47290/reserve?ref=9169,"110 S 13th St, Philadelphia, PA 19107",39.9500257,-75.1620492,http://www.barbuzzo.com,"['Mediterranean', 'Pizza', 'Italian']",$$,3193.0,N,N,Avenue of the Arts South,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,,4.3,100.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Loud",Gender-neutral restrooms,,"Plastic-free packaging, Provides reusable tableware",Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Barcelona Wine Bar Passyunk,barcelona-wine-bar-passyunk-philadelphia,,"1709 E Passyunk Ave, Philadelphia, PA 19148",39.9281,-75.16527,http://www.barcelonawinebar.com,"['Tapas/Small Plates', 'Spanish', 'Wine Bars']",$$$,762.0,N,N,East Passyunk Crossing,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 9:00 PM,True,4.4,54.0,"Street Parking, Bike Parking, Private Lot Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options","Trendy, Casual, Moderate Noise",Wheelchair Accessible,,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Barclay Prime,barclay-prime-philadelphia,,"237 S 18th St, Philadelphia, PA 19103",39.9487096,-75.1708743,http://barclayprime.com,['Steakhouses'],$$$$,891.0,N,N,Rittenhouse Square,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,4.4,54.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Pescatarian Options, Keto Options, Vegetarian Options","Classy, Upscale, Dressy, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bardot Cafe,bardot-cafe-philadelphia-2,,"447 Poplar St, Philadelphia, PA 19123",39.96645066,-75.14556357,http://bardotcafe.com,"['Cocktail Bars', 'American (New)', 'Beer Bar']",$$,162.0,N,N,Northern Liberties,Closed,5:00 PM - 12:00 AM,5:00 PM - 1:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,Closed,True,4.3,44.0,"Street Parking, Bike Parking","Monday, Tuesday, Wednesday",Credit Cards,,Dinner,Offers Takeout,"Vegan Options, Vegetarian Options","Classy, Intimate, Romantic, Casual, Moderate Noise",Gender-neutral restrooms,,,Walk-ins Welcome,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Barra Rossa,barra-rossa-ristorante-philadelphia,https://resy.com/cities/pha/barra-rossa,"929 Walnut St, Philadelphia, PA 19107",39.9485669,-75.157268,http://www.barrarossa.com,[],,,N,N,,12:00 PM - 8:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 8:00 PM,,3.5,,"Bike Parking, Garage Parking",,Credit Cards,,"Kids, Good for Dinner","Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Moderate Noise",,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,Full Bar,"TV, Wi-Fi"
Barrel's Fine Food,barrels-fine-food-philadelphia,,"1725 Wolf St, Philadelphia, PA 19145",39.92280579,-75.1759491,http://www.barrelsfinefood.com/a-aboutus.htm,['Italian'],$$,59.0,N,N,Girard Estate,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,Closed,,3.8,42.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual, Loud",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Barstool Sansom Street,barstool-sansom-street-philadelphia,https://www.barstoolsansomstreet.com/vip-nightlife-reservations,"1213 Sansom St, Philadelphia, PA 19102",39.94975922,-75.16066741,http://barstoolsansomstreet.com,"['Sports Bars', 'Chicken Wings', 'Cocktail Bars']",,49.0,N,N,,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,,2.3,55.0,,,,,Dinner,,,,,,,,,,,"Happy Hour, Full Bar",TV
Bart's Bagels,barts-bagels-philadelphia,,"3945 Lancaster Ave, Philadelphia, PA 19104",39.96275226,-75.20125173,https://bartsbagels.com,['Bagels'],,91.0,N,N,Mantua,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,,4.4,25.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Moderate Noise,"Open to All, Gender-neutral restrooms",,,,,,,,
Batter & Crumbs Vegan Bakery and Cafe,batter-and-crumbs-vegan-bakery-and-cafe-philadelphia,,"1401 Reed St, Philadelphia, PA 19146",39.933173,-75.168853,http://batterandcrumbs.com,"['Cafes', 'Bakeries', 'Coffee & Tea']",$$,106.0,N,N,Point Breeze,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,4.6,18.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Moderate Noise,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Plastic-free packaging,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Beck's Cajun Cafe,becks-cajun-cafe-philadelphia,,"51 N 12th St, Reading Terminal Market, Philadelphia, PA 19107",39.95332247,-75.15900008,http://www.beckscajuncafe.com,['Cajun/Creole'],$$,544.0,N,N,Market East,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,4.1,39.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Beiler's Bakery,beilers-bakery-philadelphia,,"51 N 12th St, Philadelphia, PA 19107",39.953764,-75.159218,https://www.beilersdoughnuts.com,"['Bakeries', 'Donuts']",$,1511.0,N,N,Market East,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed,,4.6,39.0,"Street Parking, Bike Parking, Garage Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Gluten-Free Options,Loud,,,,,,,,,
Bella's Breakfast & Lunch,bellas-breakfast-and-lunch-philadelphia,,"2159 Ridge Ave, Philadelphia, PA 19121",39.97962,-75.17074,,['Breakfast & Brunch'],,14.0,N,N,,Closed,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 3:00 PM,,4.1,29.0,,,,,Dinner,Offers Delivery,,,,,,,,,,,
Bellini,bellini-philadelphia,https://www.opentable.com/restaurant/profile/17053/reserve?ref=9169,"220 S 16th St, Philadelphia, PA 19102",39.94909595,-75.16787068,https://belliniphiladelphia.com,"['Italian', 'Cocktail Bars', 'Wine Bars']",$$,370.0,N,N,Rittenhouse Square,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,True,3.1,56.0,"Street Parking, Bike Parking, Validated Parking, Garage Parking",Saturday,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Big Ass Slices Bar & Grill,big-ass-slices-bar-and-grill-philadelphia-3,,"224 Market St, Philadelphia, PA 19106",39.94978929,-75.1447222,https://orderbigassslices.com,"['Pizza', 'American (Traditional)', 'Breakfast & Brunch']",$,330.0,N,N,Old City,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 2:00 AM,8:00 AM - 2:00 AM,8:00 AM - 12:00 AM,,3.4,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bing Bing Dim Sum,bing-bing-dim-sum-philadelphia,https://resy.com/cities/pha/bing-bing-dim-sum-pa?date=2021-11-18&seats=2,"1648 E Passyunk Ave, Philadelphia, PA 19148",39.92896524,-75.16469924,http://www.bingbingdimsum.com/,"['Cocktail Bars', 'Dim Sum', 'Asian Fusion']",$$,618.0,N,N,"East Passyunk Ave, East Passyunk Crossing",4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 10:00 PM,1:00 PM - 10:00 PM,4:30 PM - 9:30 PM,True,4.1,47.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Bistro La Baia,bistro-la-baia-philadelphia-5,https://www.opentable.com/restaurant/profile/116446/reserve?ref=9169,"1700 Lombard St, Philadelphia, PA 19146",39.945205,-75.17028,https://www.bistrolabaia.com,['Italian'],,245.0,N,N,Rittenhouse Square,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,,3.6,58.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Casual,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Alcohol, Happy Hour","TV, Wi-Fi"
