Name,Address,SIPS_URL,Website,Latitude,Longitude,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_PHOTO
Hard Rock Cafe,"1113 Market St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#hard-rock-cafe,https://www.hardrockcafe.com/location/philadelphia,39.9520644,-75.1595415,,House Wine,,,https://centercityphila.org/uploads/attachments/cjx3k77o530vhvxqdgft1s60k-sipsgraphic.0.0.720.720.full.jpg
Harp & Crown,"1525 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#harp-crown1,http://harpcrown.com,39.9505401,-75.1668604,,,,,https://centercityphila.org/uploads/attachments/ciygaumsv0klnuwqdo25fk4z6-20161118harp-crown-brighter-17.301.0.1800.1800.full.jpg
The Hayes,"1123 Walnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-hayes,http://www.thehayesphl.com,39.9489302,-75.1600819,,,,,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
Hi-lo Taco Co.,"1109 Walnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#hi-lo-taco,https://www.hilotacoco.com,39.9488634,-75.159579,"Dirty Martina - Hornitos Blanco, herbal liquor, house pickle brine
Hi-Lo Margarita -Tequila, lime, agave
Ranch Water - Super sparkling water, orange liquor, choice of tequila or vodka","Pinot Grigio
Pinot Noir",Tecate,"Jumbo Buffalo Wings - Smoked and fried with house buffalo sauce
Jumbo BBQ Wings - Smoked and fried with guajillo bbq sauce
Chips & White Cheddar Queso
Dip Trio - Chips with Queso, Guacamole & Salsa",https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
High Street,"101 S. 9th Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#high-street,http://HighStreetPhilly.com,39.948915,-75.155572,"Cloudless Sky - Hornitos, basil tincture, Strega, lime",House Rosé,Seasonal Beer,Marghertia Pizza,https://centercityphila.org/uploads/attachments/clvdv4uhv16c05aqdrjmlu24r-high-street-interior-bar-046-final-credit-jason-varney.499.0.2001.2001.full.jpg
Howl at the Moon,"258 S 15th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#howl-at-the-moon,http://howlatthemoon.com,39.9476975,-75.1665331,,,,,https://centercityphila.org/uploads/attachments/cj2lxy3dx00qn9vqdkvb4m3ov-howl-at-moon.0.39.700.700.full.jpg
Independence Beer Garden,"100 S Independence Mall W, Philadelphia, PA 19106",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#independence-beer-garden,http://phlbeergarden.com,39.948356,-75.151069,"Down the Shore - Citrus Vodka, Raspberry, Lemon 
Paloma - Hornitos, Grapefruit, Soda","House Rose
House White
House Red",Miller Lite,"Cheeseburger Sliders
Spicy Caesar
Chicken Wings
French Fries
Pickle Chips",https://centercityphila.org/uploads/attachments/citfta73q00c30wqdg0iu23vj-16-report-outdoor-seating-002.217.0.960.960.full.jpg
Iron Hill Brewery & Restaurant,"1150 Market Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#iron-hill-brewery-restaurant,https://ironhillbrewery.com/location/philadelphia-pa,39.9517161,-75.1595773,"Margarita -Hornitos Tequila, triple sec, sour mix
Mojito -Rum, lime juice, simple syrup, mint
Vodka Lemonade - Vodka, triple sec, house lemonade
Whiskey Sour  - Whiskey, triple sec, sour mix","House White
House Red","Iron Hill Light Lager
Vienna Red Lager
Homestead Farmhouse Ale
Brambleberry Farmhouse Ale
Sunny in Pils-adelphia
Pig Iron Porter
Philly Phavorite IPA","Fried Chicken Sandwich $4
Cheddar Bacon Cheese Puffs $4
Southwest Veggie Quesadilla $5.50
Beer Cheese Dip $5",https://centercityphila.org/uploads/attachments/cjqsixkty3k2bpbqd2pvxv7h6-ironhillpic.0.0.585.585.full.jpg
Kook Burger & Bar,"2102 Market St., Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#kook-burger-bar,https://www.kookburgerbar.com,39.95374339,-75.17528855,Spicy Peach Hornitos Margarita - Hornitos Tequila and muddled jalapeno,Kendall Jackson Pinot Noir,Modelo,"Loaded Onion Rings
Nachos
Poutine Fries
Truffle Fries
Brussels Sprouts
Jalapeno Poppers",https://centercityphila.org/uploads/attachments/clidm04v373vvypqdvlw21ad3-kookburger.0.262.1290.1290.full.jpg
Ladder 15,"1528 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#ladder-15,http://www.ladder15philly.com,39.95027665,-75.16695388,"Hornitos Paloma
Surfside","Pinot Grigio
Pinot Noir","Corona
White Claw","Cheesesteak springrolls
Hummus",https://centercityphila.org/uploads/attachments/cj335cayj002qpjqdwrfp3f7x-4fca22-0235596db30444abb2cafa12607e0074.108.0.471.471.full.jpg
Libertine,"261 S. 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#libertine,http://www.libertinephilly.com,39.9468161,-75.1624829,,"Pinot Grigio
Chardonnay
Sauvignon Blanc
Tempranillo, Nebbiolo
Malbec",Assorted locals (some under $5),"BBQ Chicken Flatbread
Baked Brie with Fig Jam
Cheesesteak EggrollsPlus
Many more!
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cjw9uytqc216vukqdkqrzayqy-phil0354.666.0.2667.2667.full.jpg
Lucky Strike,"1336 Chestnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#lucky-strike,https://www.luckystrikeent.com/?gad_source=1&radius=25,39.9506774,-75.1632811,"Hornitos Strawberry Margarita-Hornitos Tequila, Triple Sec, Watermelon Puree,  Sour Mix
Hornitos Watermelon Margarita-Hornitos Tequila, Triple Sec, Watermelon Puree, Sour Mix
Hornitos Mango Margarita-Hornitos Tequila, Triple Sec, Mango Puree, Sour Mix
Hornitos Lime Margarita- Hornitos Tequila, Triple Sec, Lime Juice, Simple, Sour Mix","Pinot Grigio 
Sauvignon Blanc 
Chardonnay
Pinot Noir
Cabernet","Bud Light
Miller Lite","Cheesy Dippers - $4.50
Bavarian Pretzels - $6
Mozzarella Bits - $4.50
Crispy Cauliflower Bites - $4.50",https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
